bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,state,transmission,year,price
0,151,26,16,5.0,2,91000.0,1114,196,24,2,2013.0,59000000.0
12,70,128,31,4.0,2,82000.0,213,51,15,2,2013.0,29500000.0
12,24,327,16,4.0,2,74734.0,1000,32,5,2,2013.0,23800000.0
0,67,33,61,5.0,2,120000.0,323,233,4,2,2013.0,49000000.0
0,24,34,16,5.0,2,78000.0,1125,64,5,2,2013.0,40500000.0
0,148,352,16,5.0,0,112300.0,911,339,5,2,2013.0,139000000.0
4,112,34,16,5.0,2,88000.0,1117,51,5,2,2013.0,27500000.0
0,129,196,16,5.0,2,74500.0,474,196,2,2,2013.0,33500000.0
0,48,72,16,5.0,2,39256.0,501,361,5,0,2013.0,61000000.0
0,148,155,31,5.0,2,63000.0,570,250,5,2,2013.0,92000000.0
4,70,33,3,5.0,2,570000.0,1256,17,4,2,2013.0,24500000.0
14,151,327,13,5.0,0,71000.0,1129,716,5,2,2013.0,79900000.0
4,48,78,16,5.0,2,92000.0,556,51,7,2,2013.0,28500000.0
14,85,47,16,4.0,0,197027.0,912,196,26,2,2013.0,57000000.0
9,48,72,16,2.0,2,110050.0,530,361,5,0,2013.0,84900000.0
4,118,227,31,5.0,2,121000.0,88,32,25,2,2013.0,24900000.0
4,101,327,31,5.0,2,106000.0,55,42,5,2,2013.0,31900000.0
0,70,327,31,5.0,2,93000.0,1006,356,5,2,2013.0,73600000.0
12,24,26,31,4.0,2,146000.0,240,42,24,2,2013.0,23000000.0
12,101,190,16,4.0,2,120000.0,104,196,8,2,2013.0,39500000.0
0,148,190,61,5.0,2,112000.0,570,250,8,0,2013.0,91600000.0
4,101,41,16,5.0,2,130000.0,55,42,15,2,2013.0,30000000.0
12,85,375,31,4.0,2,120000.0,307,51,20,2,2013.0,32000000.0
4,129,33,16,5.0,2,80000.0,1004,51,4,2,2013.0,21900000.0
0,23,235,16,5.0,2,162000.0,1218,28,11,2,2013.0,20500000.0
0,24,196,16,5.0,2,128000.0,839,18,2,2,2013.0,29000000.0
4,101,102,31,5.0,2,42000.0,55,42,7,2,2013.0,32000000.0
0,129,227,31,5.0,2,112824.0,474,196,25,2,2013.0,40000000.0
12,101,67,31,4.0,2,85000.0,104,51,14,2,2013.0,37500000.0
4,151,196,31,5.0,2,115000.0,617,51,2,2,2013.0,25000000.0
0,48,112,16,5.0,2,38000.0,524,361,5,0,2013.0,83800000.0
0,129,359,31,5.0,2,56000.0,474,196,5,0,2013.0,38000000.0
0,85,196,16,5.0,0,75800.0,1049,196,2,2,2013.0,58500000.0
14,23,320,16,5.0,2,240000.0,1152,588,15,2,2012.0,19000000.0
4,107,183,31,4.0,0,76000.0,405,196,15,0,2012.0,59800000.0
4,129,1,16,5.0,2,115000.0,1060,51,18,2,2012.0,28000000.0
9,112,227,16,2.0,0,148500.0,575,243,25,2,2012.0,67000000.0
12,101,196,16,4.0,2,130.0,104,51,2,2,2012.0,28000000.0
12,151,112,31,4.0,2,56590.0,689,243,5,2,2012.0,40000000.0
4,7,155,31,3.0,2,93000.0,1022,51,5,0,2012.0,44000000.0
4,48,227,31,4.0,0,1.0,959,51,25,2,2012.0,55000000.0
0,24,208,16,5.0,2,132000.0,345,233,15,2,2012.0,32000000.0
12,24,155,16,4.0,2,87000.0,240,42,5,2,2012.0,21500000.0
0,38,235,16,5.0,2,118000.0,1104,42,11,2,2012.0,38000000.0
4,129,44,6,5.0,3,112650.0,1004,51,5,0,2012.0,22000000.0
4,24,360,31,5.0,2,48800.0,1042,15,5,2,2012.0,17500000.0
12,24,196,31,4.0,2,112.0,240,42,2,2,2012.0,19500000.0
4,101,66,31,5.0,2,140000.0,55,42,2,2,2012.0,29000000.0
2,24,235,31,3.0,3,110000.0,240,51,11,2,2012.0,22500000.0
12,112,299,49,4.0,2,95259.0,1117,64,5,2,2012.0,23500000.0
12,24,170,16,4.0,2,107500.0,240,42,21,2,2012.0,21000000.0
4,24,112,63,5.0,2,69246.0,1042,15,5,2,2012.0,17800000.0
12,129,58,16,4.0,2,89000.0,762,32,29,2,2012.0,19900000.0
12,129,338,61,4.0,2,110000.0,762,51,5,2,2012.0,18900000.0
0,24,73,31,5.0,2,83000.0,345,233,15,2,2012.0,34200000.0
12,85,113,16,4.0,2,60258.0,881,233,2,2,2012.0,45000000.0
12,107,72,61,4.0,2,105000.0,278,13,5,0,2012.0,55000000.0
12,151,196,31,4.0,2,100000.0,689,243,2,2,2012.0,36000000.0
0,70,196,16,5.0,2,100000.0,1090,196,2,2,2012.0,46000000.0
4,153,73,16,3.0,2,91000.0,295,196,15,2,2012.0,38900000.0
0,129,155,16,5.0,2,92000.0,719,243,5,2,2012.0,39000000.0
12,24,155,31,4.0,2,220000.0,882,51,5,2,2012.0,22000000.0
4,118,196,49,5.0,2,75000.0,111,196,2,0,2012.0,43500000.0
4,7,359,31,5.0,2,92000.0,1022,51,5,0,2012.0,47900000.0
4,101,58,61,5.0,2,123000.0,104,196,29,2,2012.0,32000000.0
9,112,102,16,2.0,2,108000.0,575,233,7,2,2012.0,48000000.0
4,85,155,16,4.0,0,108000.0,912,51,5,2,2012.0,55000000.0
12,153,34,31,4.0,2,93000.0,982,339,5,0,2012.0,65000000.0
12,85,155,16,3.0,2,100000.0,308,196,5,0,2012.0,36900000.0
0,79,263,16,5.0,2,85500.0,1189,365,2,2,2012.0,93000000.0
9,148,375,16,4.0,0,310000.0,664,243,20,2,2012.0,56000000.0
0,129,196,31,5.0,2,100000.0,413,51,2,0,2012.0,19700000.0
2,85,164,16,2.0,2,715000.0,1019,32,2,2,2012.0,70000000.0
4,48,112,31,5.0,2,85800.0,556,51,5,2,2012.0,29000000.0
0,101,362,16,4.0,2,145000.0,796,196,12,2,2012.0,28500000.0
4,48,63,16,5.0,2,108873.0,556,51,6,0,2012.0,22000000.0
12,129,113,31,4.0,2,79200.0,762,32,2,2,2012.0,22500000.0
0,85,113,31,5.0,2,99000.0,348,196,2,2,2012.0,30000000.0
3,33,155,16,5.0,2,126000.0,1150,15,5,2,2012.0,20000000.0
0,24,166,31,5.0,2,168000.0,633,51,15,2,2012.0,40000000.0
9,151,359,49,4.0,0,167000.0,228,196,5,2,2011.0,55000000.0
0,85,327,16,5.0,2,87000.0,1049,196,5,2,2011.0,53000000.0
12,24,112,61,4.0,2,77354.0,438,64,5,0,2011.0,30900000.0
9,112,155,63,4.0,0,110000.0,575,628,5,2,2011.0,52800000.0
4,129,327,31,5.0,2,79372.0,1060,51,5,2,2011.0,28000000.0
0,161,354,31,5.0,2,87000.0,871,28,6,2,2011.0,18000000.0
12,67,359,61,4.0,2,24000.0,383,64,5,0,2011.0,40900000.0
0,148,196,16,5.0,0,145347.0,911,339,2,0,2011.0,121900000.0
0,112,72,61,5.0,2,177000.0,929,260,5,2,2011.0,33000000.0
4,24,155,49,5.0,2,88000.0,345,291,5,0,2011.0,31500000.0
14,33,195,16,4.0,2,55025.0,1157,95,5,2,2011.0,21000000.0
4,24,72,16,5.0,2,90000.0,1131,406,5,0,2011.0,45900000.0
9,24,47,16,4.0,0,150000.0,444,339,26,2,2011.0,62000000.0
0,48,123,16,4.0,2,150000.0,959,313,5,2,2011.0,49000000.0
4,101,227,49,5.0,2,93000.0,55,42,25,2,2011.0,26500000.0
4,24,58,61,5.0,2,99000.0,1043,21,29,2,2011.0,23500000.0
12,139,112,31,5.0,2,118000.0,218,283,5,2,2011.0,21000000.0
0,24,275,63,5.0,2,22000.0,1167,51,7,2,2011.0,35000000.0
0,129,359,31,5.0,0,130000.0,719,51,5,0,2011.0,35900000.0
0,24,58,16,4.0,0,138000.0,739,373,29,2,2011.0,49000000.0
0,85,227,61,5.0,0,76000.0,1039,224,25,2,2011.0,57000000.0
12,52,238,31,4.0,2,90000.0,780,42,5,2,2011.0,15900000.0
0,85,58,61,5.0,2,108000.0,1049,260,29,0,2011.0,36000000.0
4,24,58,16,5.0,2,161143.0,345,373,29,0,2011.0,25500000.0
12,112,112,31,4.0,2,163000.0,1117,157,5,2,2011.0,18900000.0
0,24,195,61,5.0,2,73000.0,345,51,5,0,2011.0,35500000.0
0,148,112,49,5.0,0,126000.0,911,373,5,0,2011.0,114900000.0
0,24,123,60,5.0,2,94000.0,345,373,5,0,2011.0,31500000.0
13,148,196,39,4.0,0,2000.0,570,196,2,0,2011.0,105000000.0
12,70,112,61,4.0,2,93000.0,213,32,5,2,2011.0,22900000.0
0,148,123,6,4.0,0,105000.0,664,300,5,2,2011.0,78000000.0
12,148,196,31,4.0,2,119000.0,424,135,2,2,2011.0,32000000.0
2,129,112,31,3.0,2,109000.0,1138,196,5,2,2011.0,16200000.0
12,112,112,31,4.0,2,114500.0,1018,135,5,2,2011.0,17900000.0
4,85,238,49,5.0,2,103000.0,903,17,5,2,2011.0,17900000.0
0,85,112,31,5.0,2,102000.0,1049,51,5,0,2011.0,49000000.0
4,70,58,49,5.0,2,111960.0,611,104,29,2,2011.0,20500000.0
12,24,196,60,4.0,2,172000.0,882,196,2,2,2011.0,19000000.0
9,101,47,16,4.0,0,115100.0,260,243,26,2,2011.0,53000000.0
12,118,338,31,5.0,2,71000.0,89,51,5,0,2011.0,26000000.0
0,79,34,61,2.0,2,89000.0,1189,412,5,2,2011.0,82500000.0
0,142,359,61,5.0,2,74000.0,633,260,5,2,2011.0,42500000.0
9,24,346,6,4.0,0,170000.0,740,373,15,2,2011.0,62500000.0
12,101,327,61,4.0,2,109000.0,104,135,5,2,2011.0,26800000.0
0,148,238,31,4.0,0,126000.0,911,373,5,0,2011.0,109500000.0
4,129,112,6,5.0,2,80700.0,1060,196,5,0,2011.0,29000000.0
12,24,44,31,4.0,3,115000.0,882,135,5,2,2011.0,18200000.0
0,48,58,16,5.0,2,123000.0,501,361,29,0,2013.0,56000000.0
4,101,155,16,5.0,2,100000.0,55,42,5,2,2013.0,33200000.0
0,23,155,16,5.0,2,220000.0,1207,28,5,2,2013.0,18000000.0
0,148,33,31,5.0,2,155000.0,570,250,4,2,2013.0,85000000.0
12,24,58,16,4.0,2,213000.0,1000,32,29,2,2013.0,18500000.0
4,142,47,31,5.0,2,86000.0,995,51,26,2,2013.0,29000000.0
9,148,78,31,2.0,0,189000.0,664,243,7,2,2013.0,72000000.0
4,112,128,16,5.0,2,66000.0,790,51,15,2,2013.0,26500000.0
0,129,196,31,5.0,2,77777.0,474,196,2,2,2013.0,36200000.0
0,24,84,31,5.0,0,87560.0,1127,253,5,2,2013.0,66000000.0
0,24,33,31,5.0,2,68000.0,1264,196,4,2,2013.0,23000000.0
2,7,359,6,2.0,2,52400.0,1022,339,5,0,2013.0,80000000.0
4,129,63,49,2.0,2,68000.0,1138,18,6,2,2013.0,17500000.0
12,5,155,16,4.0,2,105000.0,202,196,5,0,2013.0,67000000.0
12,24,84,31,4.0,2,88700.0,1038,51,5,2,2013.0,26000000.0
12,24,327,16,4.0,2,80000.0,1038,51,5,2,2013.0,29990000.0
2,70,155,16,2.0,2,96000.0,504,64,5,2,2013.0,41000000.0
3,24,112,31,2.0,2,151000.0,839,18,5,2,2013.0,28000000.0
12,5,359,31,4.0,2,48500.0,199,64,5,0,2013.0,59000000.0
0,70,53,16,4.0,0,132321.0,640,51,15,2,2013.0,60000000.0
0,85,359,16,5.0,0,102000.0,1049,196,5,2,2013.0,59000000.0
12,24,380,31,4.0,2,105500.0,1000,32,10,2,2013.0,23000000.0
0,48,58,31,5.0,2,89000.0,512,196,29,2,2013.0,52900000.0
0,129,282,31,5.0,2,103000.0,719,243,5,2,2013.0,38900000.0
9,151,328,16,4.0,0,77000.0,228,196,15,2,2013.0,80000000.0
0,7,112,16,5.0,2,71000.0,8,51,5,0,2013.0,52000000.0
4,47,47,16,3.0,2,85000.0,155,32,26,2,2013.0,34999999.0
4,24,63,31,5.0,2,117000.0,1000,32,6,2,2013.0,18000000.0
4,24,112,63,5.0,2,113000.0,210,51,5,0,2013.0,24500000.0
12,48,150,31,5.0,2,139000.0,1012,196,28,0,2013.0,50000000.0
12,24,230,16,4.0,2,98000.0,240,42,18,2,2013.0,20000000.0
12,142,196,16,5.0,2,64000.0,1076,196,2,2,2013.0,35000000.0
0,67,33,31,5.0,2,62000.0,323,233,4,2,2013.0,53000000.0
4,85,144,16,5.0,2,145000.0,967,32,2,2,2013.0,29500000.0
12,24,210,31,4.0,2,149000.0,1000,32,18,2,2013.0,21500000.0
4,85,123,31,5.0,2,98000.0,967,32,5,2,2013.0,34500000.0
0,112,73,31,5.0,2,86000.0,929,196,15,2,2013.0,52500000.0
0,141,53,31,5.0,2,98000.0,565,196,15,0,2013.0,57000000.0
4,24,238,31,5.0,2,82100.0,1000,32,5,2,2013.0,22500000.0
2,48,238,31,2.0,2,82600.0,834,489,5,0,2013.0,105000000.0
0,101,190,31,5.0,2,100000.0,333,196,8,2,2013.0,62000000.0
4,85,320,16,5.0,2,107500.0,903,15,15,2,2013.0,22500000.0
12,70,352,16,4.0,2,95000.0,504,51,5,2,2013.0,36500000.0
0,148,190,16,5.0,2,132000.0,570,250,8,2,2013.0,79900000.0
4,151,227,16,5.0,2,101400.0,617,51,25,2,2013.0,25500000.0
0,129,274,16,5.0,2,1.0,474,51,24,2,2013.0,40000000.0
4,24,58,31,4.0,0,118000.0,471,51,29,2,2013.0,68000000.0
4,129,196,16,5.0,2,47000.0,1060,51,2,2,2012.0,32000000.0
4,129,196,31,5.0,2,141000.0,413,51,2,2,2012.0,19000000.0
0,148,101,31,5.0,2,128000.0,911,440,25,2,2012.0,136000000.0
2,109,196,63,2.0,2,104000.0,422,51,2,2,2012.0,42000000.0
12,85,196,16,5.0,2,97000.0,73,196,2,0,2012.0,55000000.0
0,139,196,49,5.0,3,96700.0,218,227,2,2,2012.0,34000000.0
9,112,256,16,2.0,2,220000.0,575,233,7,2,2012.0,39500000.0
12,112,196,16,2.0,2,180000.0,575,51,2,2,2012.0,39000000.0
4,132,323,63,5.0,2,156000.0,756,59,7,2,2012.0,29000000.0
12,48,58,16,4.0,2,74000.0,556,51,29,2,2012.0,26800000.0
4,129,227,16,5.0,2,80000.0,1004,51,25,2,2012.0,24000000.0
0,24,224,16,5.0,2,86500.0,345,339,21,2,2012.0,34900000.0
12,110,327,16,4.0,2,108000.0,744,196,5,2,2012.0,36000000.0
0,148,375,31,5.0,2,100000.0,570,250,20,2,2012.0,79000000.0
4,129,155,31,5.0,2,140000.0,1004,51,5,2,2012.0,21800000.0
0,67,58,61,5.0,2,107000.0,323,233,29,0,2012.0,55000000.0
12,70,155,31,4.0,2,105000.0,213,32,5,2,2012.0,26600000.0
0,24,113,25,5.0,2,155000.0,345,233,2,2,2012.0,30900000.0
12,24,375,16,4.0,2,93000.0,240,42,20,2,2012.0,21000000.0
12,112,72,49,4.0,2,61000.0,1018,196,5,0,2012.0,32000000.0
9,57,228,16,4.0,0,165000.0,1187,243,26,2,2012.0,32000000.0
12,129,61,49,4.0,2,121000.0,762,32,29,2,2012.0,18500000.0
9,24,203,49,4.0,0,118000.0,444,339,7,2,2012.0,67000000.0
4,8,33,16,3.0,2,87000.0,534,15,4,2,2012.0,16000000.0
12,112,44,61,4.0,2,91000.0,1018,51,5,2,2012.0,16990000.0
12,48,63,63,4.0,2,21000.0,556,51,6,2,2012.0,29600000.0
12,70,269,16,4.0,2,114000.0,213,32,2,2,2012.0,29000000.0
4,24,72,61,5.0,2,79940.0,438,64,5,2,2012.0,31000000.0
2,5,150,31,2.0,2,82000.0,201,196,28,0,2012.0,70000000.0
9,48,359,61,4.0,0,95000.0,959,352,5,2,2012.0,82000000.0
0,112,238,16,5.0,0,70000.0,1143,339,5,0,2012.0,79000000.0
9,148,375,16,4.0,0,128000.0,664,243,20,2,2012.0,74500000.0
4,24,112,16,2.0,0,298000.0,73,51,5,2,2012.0,62000000.0
3,24,346,31,2.0,2,158000.0,838,18,15,2,2012.0,23000000.0
12,112,112,31,4.0,2,146000.0,1117,64,5,2,2012.0,24500000.0
9,112,196,61,4.0,3,135744.0,575,243,2,2,2012.0,36000000.0
0,151,377,16,5.0,2,52000.0,1114,196,8,0,2012.0,58000000.0
4,24,359,31,3.0,3,105000.0,210,51,5,2,2012.0,23500000.0
12,129,327,49,4.0,2,128681.0,1011,51,5,2,2012.0,20000000.0
4,24,282,16,5.0,2,95000.0,438,64,5,2,2012.0,30000000.0
12,129,112,31,4.0,2,55000.0,762,32,5,2,2012.0,22000000.0
0,67,359,49,5.0,2,130000.0,323,233,5,0,2012.0,46500000.0
12,129,327,63,4.0,2,86000.0,762,51,5,2,2012.0,22500000.0
0,85,196,31,5.0,2,62000.0,1049,196,2,2,2012.0,67000000.0
12,112,63,61,4.0,2,79746.0,1018,196,6,2,2012.0,24900000.0
0,70,327,31,5.0,0,98000.0,1090,196,5,2,2012.0,49000000.0
12,151,190,16,4.0,2,69000.0,689,196,8,2,2012.0,28200000.0
12,85,58,31,4.0,2,98600.0,967,115,29,2,2011.0,20000000.0
4,129,84,31,5.0,2,100200.0,1004,135,5,2,2011.0,22900000.0
4,85,112,49,5.0,2,87078.0,967,135,5,2,2011.0,25500000.0
12,101,359,60,4.0,2,82500.0,55,115,5,0,2011.0,29900000.0
12,112,44,61,4.0,2,90500.0,1018,51,5,2,2011.0,15250000.0
4,112,155,63,2.0,0,168976.0,575,303,5,2,2011.0,68000000.0
4,129,359,63,5.0,2,54000.0,1004,135,5,2,2011.0,26000000.0
0,40,155,49,5.0,2,37000.0,695,365,5,2,2011.0,42000000.0
0,24,359,61,5.0,2,74000.0,345,291,5,0,2011.0,33800000.0
0,161,112,31,5.0,2,108000.0,472,51,5,2,2011.0,21000000.0
0,24,123,31,5.0,2,142000.0,345,339,5,2,2011.0,33000000.0
9,48,248,16,4.0,0,170000.0,959,243,21,0,2011.0,50000000.0
12,24,301,16,4.0,2,135000.0,240,42,18,2,2011.0,18000000.0
12,85,44,31,4.0,2,130000.0,967,32,5,2,2011.0,23000000.0
12,24,327,61,4.0,2,79000.0,240,42,5,2,2011.0,22900000.0
12,24,112,16,4.0,2,148000.0,210,51,5,2,2011.0,20500000.0
0,24,58,31,4.0,2,149000.0,1043,196,29,2,2011.0,25000000.0
0,48,196,16,5.0,2,144000.0,498,196,2,2,2011.0,29000000.0
12,24,184,31,4.0,2,139000.0,210,51,15,2,2011.0,22000000.0
0,66,327,16,5.0,2,83000.0,611,196,5,0,2011.0,22000000.0
12,112,327,61,4.0,2,153000.0,1018,51,5,2,2011.0,14500000.0
0,70,252,16,4.0,0,314158.0,636,51,24,2,2011.0,51000000.0
0,139,327,16,5.0,0,70000.0,218,196,5,2,2011.0,28300000.0
0,5,58,31,5.0,2,80000.0,923,352,29,0,2011.0,63900000.0
3,129,238,16,2.0,2,82500.0,710,51,5,2,2011.0,26500000.0
12,112,44,31,4.0,2,100000.0,1117,64,5,2,2011.0,22000000.0
12,24,150,31,4.0,0,127000.0,444,196,28,2,2011.0,62000000.0
4,129,112,31,5.0,2,123500.0,1060,51,5,2,2011.0,25500000.0
0,24,263,16,5.0,2,116000.0,345,233,2,2,2011.0,30000000.0
9,101,170,31,5.0,2,119000.0,260,224,21,2,2011.0,46000000.0
9,112,58,31,2.0,2,140000.0,575,233,29,2,2011.0,41000000.0
12,85,351,31,4.0,2,94000.0,307,51,7,2,2011.0,31600000.0
0,24,155,31,5.0,2,110000.0,1131,365,5,2,2011.0,49000000.0
0,148,196,16,5.0,2,142000.0,559,440,2,0,2011.0,120000000.0
0,47,360,31,5.0,2,120000.0,894,51,5,2,2011.0,26000000.0
4,24,196,31,4.0,2,142000.0,345,51,2,0,2011.0,29000000.0
9,57,47,31,2.0,2,82000.0,1187,233,26,2,2011.0,30000000.0
4,101,170,31,5.0,2,100000.0,55,42,2,2,2011.0,30000000.0
0,148,196,31,5.0,0,149000.0,911,339,2,2,2011.0,130000000.0
0,7,327,49,2.0,2,61000.0,7,196,5,2,2011.0,44000000.0
4,129,169,16,5.0,2,90000.0,1004,51,24,2,2011.0,21000000.0
4,85,196,31,5.0,2,104000.0,1040,51,2,2,2011.0,30500000.0
9,33,282,31,2.0,2,200.0,467,28,5,2,2011.0,21000000.0
12,129,118,31,4.0,2,129000.0,1011,51,9,2,2011.0,17000000.0
0,24,235,16,3.0,2,110500.0,633,51,11,2,2011.0,38500000.0
3,24,320,16,2.0,0,191000.0,444,541,15,2,2011.0,47000000.0
12,151,359,16,4.0,2,85000.0,689,196,5,2,2013.0,53500000.0
4,24,375,63,5.0,2,45800.0,210,51,20,2,2013.0,23700000.0
12,148,196,16,4.0,2,76000.0,424,64,2,2,2013.0,42900000.0
4,85,37,31,5.0,2,100400.0,903,18,2,2,2013.0,29800000.0
12,24,227,16,4.0,2,170000.0,240,42,25,2,2013.0,22000000.0
0,129,352,49,5.0,2,85000.0,719,243,5,2,2013.0,42500000.0
0,70,375,31,5.0,2,76000.0,1090,196,20,2,2013.0,47900000.0
0,148,196,31,5.0,2,97000.0,911,250,2,2,2013.0,124000000.0
4,30,155,31,5.0,2,62500.0,454,51,5,2,2013.0,35500000.0
0,148,219,16,5.0,0,97000.0,911,339,7,2,2013.0,139900000.0
0,40,154,16,5.0,2,180000.0,695,233,29,2,2013.0,41000000.0
4,129,155,16,5.0,2,86300.0,413,18,5,2,2013.0,19500000.0
9,112,351,31,2.0,0,109000.0,575,243,7,2,2013.0,55900000.0
4,24,18,31,5.0,2,110000.0,1000,32,5,2,2013.0,17900000.0
0,148,267,31,4.0,0,189500.0,75,51,26,2,2013.0,65000000.0
0,70,327,31,5.0,0,80000.0,1006,224,5,2,2013.0,60000000.0
12,153,327,6,4.0,2,68000.0,982,51,5,2,2013.0,46000000.0
0,90,359,31,5.0,2,63000.0,574,196,5,0,2013.0,72500000.0
9,151,33,31,4.0,0,125000.0,228,196,4,2,2013.0,68000000.0
12,107,359,61,4.0,2,27200.0,390,519,5,0,2013.0,175000000.0
0,70,93,16,5.0,2,102000.0,1090,196,22,2,2013.0,50000000.0
4,101,375,16,5.0,2,85020.0,55,42,20,2,2013.0,31500000.0
2,109,385,16,3.0,2,81000.0,422,58,15,2,2013.0,44000000.0
12,112,359,31,4.0,2,142000.0,226,243,5,2,2013.0,42000000.0
0,24,84,16,5.0,2,124000.0,1043,51,5,2,2013.0,23500000.0
12,112,269,31,4.0,2,73600.0,1018,51,2,2,2013.0,19000000.0
2,70,18,31,2.0,2,100000.0,1159,51,5,2,2013.0,39500000.0
0,24,123,49,5.0,2,48800.0,1125,64,5,0,2013.0,43500000.0
9,40,73,31,2.0,2,113800.0,953,365,15,2,2013.0,68000000.0
0,7,123,16,5.0,2,43000.0,1197,339,5,0,2013.0,94000000.0
4,24,47,16,5.0,2,34887.0,1038,51,26,2,2013.0,30000000.0
12,101,33,61,4.0,2,131000.0,104,51,4,0,2013.0,34000000.0
0,148,72,31,5.0,2,124930.0,151,440,5,0,2013.0,130000000.0
12,5,113,31,4.0,2,91700.0,199,64,2,2,2013.0,54900000.0
0,148,196,31,5.0,2,69000.0,570,250,2,2,2013.0,89900000.0
0,85,63,16,5.0,2,89000.0,1049,196,6,2,2013.0,55000000.0
12,129,155,31,4.0,2,150000.0,762,51,5,2,2013.0,22500000.0
12,151,44,16,4.0,2,95000.0,689,196,5,2,2013.0,31500000.0
12,48,238,31,4.0,2,64000.0,561,196,5,2,2013.0,34000000.0
0,48,282,16,5.0,2,115700.0,556,196,5,0,2013.0,29200000.0
2,70,224,16,2.0,2,72618.0,610,196,21,2,2013.0,50000000.0
0,101,327,31,5.0,2,65000.0,333,196,5,0,2013.0,60500000.0
0,85,227,16,5.0,2,90000.0,1049,196,25,2,2013.0,55000000.0
4,129,220,16,5.0,2,86500.0,1004,51,29,2,2013.0,26500000.0
4,85,196,16,5.0,2,100400.0,903,18,2,2,2013.0,29800000.0
4,24,33,16,5.0,2,76500.0,438,64,4,2,2012.0,30000000.0
0,112,33,31,4.0,2,71000.0,1117,196,4,0,2012.0,19000000.0
0,168,112,16,4.0,0,236000.0,73,51,5,2,2012.0,55000000.0
0,40,72,31,5.0,2,102000.0,473,365,5,0,2012.0,59000000.0
0,70,346,31,5.0,0,282000.0,1056,243,15,2,2012.0,50000000.0
12,101,152,31,4.0,2,105000.0,107,196,21,2,2012.0,35500000.0
4,112,102,31,5.0,2,120000.0,1117,64,7,2,2012.0,27000000.0
4,7,208,16,3.0,2,90000.0,1022,51,15,0,2012.0,44000000.0
12,148,214,16,2.0,2,112000.0,745,51,22,2,2012.0,125000000.0
12,7,58,31,4.0,2,82000.0,1027,196,29,0,2012.0,60000000.0
4,112,112,31,5.0,2,93000.0,849,51,5,2,2012.0,20500000.0
0,23,327,16,5.0,2,350000.0,1218,28,5,2,2012.0,14000000.0
3,61,238,16,2.0,2,118000.0,1213,15,5,2,2012.0,14300000.0
12,85,353,16,4.0,2,92000.0,307,51,21,2,2012.0,32200000.0
12,24,327,16,4.0,2,122000.0,882,51,5,2,2012.0,20700000.0
12,85,327,31,4.0,2,147700.0,967,42,5,2,2012.0,19800000.0
12,48,359,31,4.0,2,72000.0,556,51,5,0,2012.0,29000000.0
4,151,58,31,5.0,2,150000.0,436,51,29,2,2012.0,30000000.0
0,70,155,16,5.0,2,94000.0,1090,196,5,2,2012.0,47000000.0
12,85,235,16,4.0,2,160000.0,73,51,11,2,2012.0,32000000.0
0,148,362,16,5.0,0,140000.0,911,339,12,2,2012.0,127000000.0
12,129,196,16,4.0,2,80000.0,560,196,2,2,2012.0,27800000.0
12,101,44,16,4.0,2,51000.0,104,51,5,2,2012.0,36000000.0
9,112,190,31,2.0,0,130997.0,575,243,8,2,2012.0,57000000.0
4,112,112,61,2.0,0,156000.0,575,688,5,2,2012.0,64000000.0
0,70,47,16,5.0,2,80000.0,1090,196,26,2,2012.0,50000000.0
9,112,72,61,2.0,2,71000.0,447,51,5,2,2012.0,39000000.0
0,40,299,61,5.0,2,48000.0,695,233,5,0,2012.0,46500000.0
12,85,184,16,4.0,0,251730.0,73,196,15,2,2012.0,63000000.0
3,129,153,16,2.0,0,146000.0,792,243,2,2,2012.0,60000000.0
4,82,210,16,3.0,0,173852.0,73,196,18,2,2012.0,40000000.0
12,139,33,16,5.0,2,160000.0,218,196,4,0,2012.0,28000000.0
0,7,327,16,5.0,2,61000.0,1192,196,5,0,2012.0,67900000.0
4,132,102,16,5.0,2,94000.0,669,32,7,2,2012.0,26500000.0
0,7,359,16,4.0,2,83000.0,1024,196,5,0,2012.0,58000000.0
9,148,217,31,2.0,0,113900.0,664,339,11,2,2012.0,104000000.0
0,48,84,16,4.0,0,107000.0,959,196,5,2,2012.0,57000000.0
12,85,58,31,4.0,2,138000.0,307,51,29,2,2012.0,29900000.0
12,107,72,16,4.0,2,51000.0,390,51,5,0,2012.0,58500000.0
9,112,323,31,2.0,0,132000.0,575,243,7,2,2012.0,68000000.0
4,85,230,16,5.0,0,1.0,1245,196,18,2,2012.0,155000000.0
12,7,327,31,4.0,0,76000.0,1024,51,5,0,2012.0,59900000.0
12,79,123,16,4.0,2,90503.0,421,196,5,0,2012.0,44000000.0
0,70,327,31,5.0,2,94500.0,1090,196,5,2,2012.0,46500000.0
4,118,359,31,5.0,2,74000.0,116,51,5,2,2012.0,39000000.0
4,129,44,16,5.0,2,125000.0,1004,51,5,2,2012.0,24000000.0
9,112,112,16,2.0,0,170000.0,575,243,5,2,2012.0,46000000.0
12,148,349,16,5.0,2,83000.0,72,51,29,2,2011.0,112000000.0
14,70,44,16,5.0,0,327000.0,640,561,5,2,2011.0,45000000.0
0,85,327,31,2.0,2,94000.0,308,196,5,2,2011.0,36000000.0
4,24,303,16,5.0,2,170.0,210,51,25,2,2011.0,19500000.0
14,151,327,16,5.0,0,190000.0,1129,168,5,2,2011.0,48000000.0
